geneSymbol	geneName	ProbeID	logFC	P.Value	adj.P.Val
ZC3H7B	zinc finger CCCH-type containing 7B	4280068	0.031578441	0.658298728	0.849945339
SPG21	"spastic paraplegia 21 (autosomal recessive, Mast syndrome)"	7200403	-0.049555293	0.658309283	0.849945339
FBLN5	fibulin 5	4670441	-0.030735545	0.658316852	0.849945339
FLJ44635	TPT1-like protein	4200348	-0.030574854	0.658507059	0.850141559
CCDC126	coiled-coil domain containing 126	7000332	0.029887942	0.658586913	0.850195295
CTDSP1	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"	5080682	0.032337951	0.658718222	0.850302927
COL13A1	"collagen, type XIII, alpha 1"	3870228	0.030920852	0.658758161	0.850302927
LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	610274	0.029328191	0.658784992	0.850302927
NA	NA	4250070	0.031293312	0.658886096	0.850384069
EIF4E	eukaryotic translation initiation factor 4E	6380768	0.032917726	0.658979995	0.850413851
Mar-02	membrane-associated ring finger (C3HC4) 2	5670735	0.03323881	0.658985651	0.850413851
NA	NA	5700369	0.029777303	0.659097699	0.850487697
COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	4250095	0.032101922	0.65911936	0.850487697
NA	NA	3310112	-0.033755607	0.659282227	0.850648494
ZNF236	zinc finger protein 236	1070719	-0.029669959	0.659371036	0.850713725
CYB5RL	cytochrome b5 reductase-like	5820164	0.029889585	0.659473208	0.850736894
GPR84	G protein-coupled receptor 84	2070646	0.028755431	0.659478725	0.850736894
NA	NA	7510209	0.030595357	0.659532313	0.850736894
NA	NA	5690189	0.03127001	0.659542011	0.850736894
NA	NA	160152	0.030153514	0.659694115	0.850856366
GM2A	GM2 ganglioside activator	4280273	-0.032088432	0.659715889	0.850856366
NPHP4	nephronophthisis 4	6280019	-0.033778177	0.659749412	0.850856366
PARK7	parkinson protein 7	610193	0.033490372	0.65983377	0.850882898
TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	3170543	0.034569165	0.65985573	0.850882898
NA	NA	6840746	0.039163952	0.659901237	0.850882898
SNORD43	"small nucleolar RNA, C/D box 43"	4010008	-0.033581256	0.660003416	0.850882898
RPS9	ribosomal protein S9	5900110	0.034332399	0.660028763	0.850882898
RPS27A	ribosomal protein S27a	2320139	0.044827494	0.660029942	0.850882898
PKD1L2	polycystic kidney disease 1-like 2	2340128	0.035892895	0.660037811	0.850882898
SNORD36A	"small nucleolar RNA, C/D box 36A"	2750446	-0.030938579	0.660088243	0.850898588
AHCYL1	adenosylhomocysteinase-like 1	1170440	0.028852822	0.660166463	0.850950094
OTUD3	OTU domain containing 3	1580010	0.033607356	0.660210235	0.850952905
NA	NA	6940414	0.030374525	0.660245172	0.850952905
PAOX	polyamine oxidase (exo-N4-amino)	830315	-0.030533202	0.660299137	0.85097314
PHB	prohibitin	4280204	0.031284625	0.660429152	0.851079983
EXOSC5	exosome component 5	2810241	-0.031273079	0.660487519	0.851079983
NA	NA	6560243	0.042615526	0.660528791	0.851079983
NA	NA	1300243	0.03370237	0.660535119	0.851079983
ESYT2	extended synaptotagmin-like protein 2	510762	-0.04165756	0.660709903	0.851255867
ATP5G3	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)"	6220541	0.032950176	0.660752089	0.851260903
DUSP15	dual specificity phosphatase 15	150022	-0.030158135	0.660830587	0.851308214
ZNF32	zinc finger protein 32	6520301	0.029632004	0.66087766	0.851308214
NA	NA	5700326	-0.031604806	0.660905458	0.851308214
DEM1	defects in morphology 1 homolog (S. cerevisiae)	3870450	-0.030878971	0.660987036	0.851308214
PLLP	plasmolipin	5670687	0.031399396	0.660988657	0.851308214
TMEM104	transmembrane protein 104	7160112	-0.040174497	0.661018492	0.851308214
MBD3	methyl-CpG binding domain protein 3	610528	0.039022001	0.661213741	0.8514728
UGP2	UDP-glucose pyrophosphorylase 2	1010500	-0.02978108	0.661222863	0.8514728
PILRA	paired immunoglobin-like type 2 receptor alpha	650040	0.032940008	0.661420966	0.851640827
MFAP1	microfibrillar-associated protein 1	7650458	0.030803811	0.661441132	0.851640827
NA	NA	6450035	-0.031480396	0.661468232	0.851640827
NA	NA	7200433	0.037230062	0.661603318	0.851733947
ROBO3	"roundabout, axon guidance receptor, homolog 3 (Drosophila)"	5860717	0.028623658	0.661617156	0.851733947
NA	NA	6480102	-0.028510352	0.661705623	0.851760171
NOMO2	NODAL modulator 2	7210017	0.030099491	0.6617756	0.851760171
NOXO1	NADPH oxidase organizer 1	20338	-0.030241256	0.661798529	0.851760171
NA	NA	6510291	0.032829443	0.661878914	0.851760171
ANP32AP1	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A pseudogene 1"	5220279	0.034501211	0.661881063	0.851760171
NA	NA	6590047	-0.029631576	0.661901516	0.851760171
ALDOA	"aldolase A, fructose-bisphosphate"	2640088	0.034510717	0.661927161	0.851760171
ATG16L2	ATG16 autophagy related 16-like 2 (S. cerevisiae)	2000307	-0.032612955	0.661976202	0.851760171
KIAA1310	KIAA1310	6020014	0.031028854	0.661982229	0.851760171
C7orf65	chromosome 7 open reading frame 65	3190202	-0.037464742	0.662033115	0.851776364
HAPLN2	hyaluronan and proteoglycan link protein 2	4150133	0.032487999	0.662322433	0.852082684
NA	NA	650468	0.028396168	0.66235969	0.852082684
KLRAQ1	KLRAQ motif containing 1	3940242	0.03108826	0.662386144	0.852082684
CTF1	cardiotrophin 1	1190025	0.029477243	0.662433139	0.85209385
IDO1	"indoleamine 2,3-dioxygenase 1"	5570711	-0.034406474	0.66248648	0.852113177
RFX3	"regulatory factor X, 3 (influences HLA class II expression)"	6060563	-0.033113943	0.662570114	0.852171463
STEAP3	STEAP family member 3	1300762	-0.029028623	0.662631521	0.852179894
UBE2F	ubiquitin-conjugating enzyme E2F (putative)	20491	0.031572448	0.662653307	0.852179894
C15orf44	chromosome 15 open reading frame 44	6200189	-0.033141486	0.66271857	0.852214541
TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	4260152	0.029742815	0.662927872	0.852421764
GGCT	gamma-glutamylcyclotransferase	3780056	0.029309412	0.662956375	0.852421764
NA	NA	3440021	-0.029815086	0.663076499	0.852521704
LAMP2	lysosomal-associated membrane protein 2	3120743	0.038662404	0.663110771	0.852521704
NA	NA	650685	0.033249806	0.663218082	0.852565244
COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	6940092	-0.033879816	0.66322131	0.852565244
NA	NA	2030431	-0.031188807	0.663261188	0.852567226
NA	NA	610722	-0.03243809	0.66336435	0.852569345
NA	NA	1820593	0.03200624	0.663367308	0.852569345
RPLP1	"ribosomal protein, large, P1"	5290082	0.043896284	0.663377847	0.852569345
USP12	ubiquitin specific peptidase 12	2360521	-0.030421272	0.663426238	0.852582266
TNFSF15	"tumor necrosis factor (ligand) superfamily, member 15"	3370128	0.037671922	0.663500586	0.852628541
OR4N2	"olfactory receptor, family 4, subfamily N, member 2"	6100086	0.031912123	0.663627624	0.852742517
C10orf116	chromosome 10 open reading frame 116	6290168	0.040724692	0.663676934	0.852756606
UHMK1	U2AF homology motif (UHM) kinase 1	2340682	0.03596321	0.663728265	0.852773291
DDR1	discoidin domain receptor tyrosine kinase 1	3710196	-0.029666054	0.664008723	0.853084343
NA	NA	4670039	-0.034303919	0.664064488	0.853106703
PLEKHH1	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1"	2490068	0.029429643	0.664114485	0.853121651
TET1	tet oncogene 1	5490767	-0.031164337	0.664257393	0.853255944
BTF3	basic transcription factor 3	2650468	0.030999364	0.664394508	0.853348791
GBAP1	"glucosidase, beta, acid pseudogene 1"	3400576	-0.032012937	0.664406417	0.853348791
NA	NA	7160309	-0.028099916	0.66452039	0.853426956
NA	NA	3120731	0.032119008	0.664549515	0.853426956
ATN1	atrophin 1	4390543	0.032015168	0.664582401	0.853426956
NA	NA	4830446	0.031519463	0.664676095	0.853497989
YWHAG	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide"	6280040	-0.046824383	0.664918656	0.853679137
NA	NA	3460154	-0.030151183	0.664929224	0.853679137
UIMC1	ubiquitin interaction motif containing 1	4900079	-0.03101158	0.665005902	0.853679137
LMAN1	"lectin, mannose-binding, 1"	830564	-0.038188709	0.665018879	0.853679137
LSM12	LSM12 homolog (S. cerevisiae)	2750709	0.030656684	0.66506447	0.853679137
NA	NA	360326	0.033638354	0.665082278	0.853679137
DHRS4	dehydrogenase/reductase (SDR family) member 4	5560307	0.030238062	0.665085873	0.853679137
NA	NA	7050100	0.031252085	0.665144136	0.853704649
PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	4180376	0.033051091	0.665418404	0.853913866
NA	NA	4250139	0.028170335	0.665488001	0.853913866
HAND2	heart and neural crest derivatives expressed 2	4640563	0.0301829	0.665508798	0.853913866
NA	NA	580707	0.034286977	0.665524013	0.853913866
SP3	Sp3 transcription factor	1230593	-0.036548317	0.665575285	0.853913866
NA	NA	6290019	0.031525638	0.665576021	0.853913866
SSH1	slingshot homolog 1 (Drosophila)	3460086	0.036544463	0.665616168	0.853913866
METTL3	methyltransferase like 3	6860524	0.031116356	0.665636256	0.853913866
PITX2	paired-like homeodomain 2	3440671	-0.028055322	0.665664315	0.853913866
NA	NA	780739	-0.033953509	0.6657061	0.853913866
ILKAP	integrin-linked kinase-associated serine/threonine phosphatase	580114	0.032777234	0.665729512	0.853913866
ZNF438	zinc finger protein 438	3440360	0.028002042	0.665802189	0.853957834
ZNF434	zinc finger protein 434	2190687	-0.028849569	0.665904093	0.85403928
EMP3	epithelial membrane protein 3	3800452	0.03310796	0.665991985	0.85406801
NA	NA	3370132	0.031010362	0.666040591	0.85406801
NCK2	NCK adaptor protein 2	130075	0.029830205	0.666041706	0.85406801
NA	NA	4290082	0.030113758	0.666148151	0.854074884
FGL1	fibrinogen-like 1	6110022	-0.03274326	0.66616478	0.854074884
NA	NA	6370288	-0.031005223	0.666182326	0.854074884
CCR6	chemokine (C-C motif) receptor 6	5220296	0.038173401	0.666200684	0.854074884
SELK	selenoprotein K	2710161	0.044813989	0.666249118	0.854087741
WWC1	WW and C2 domain containing 1	1090575	0.031837031	0.666356242	0.854175829
KIFAP3	kinesin-associated protein 3	1940482	0.029970752	0.666428192	0.854218822
ZFAND3	"zinc finger, AN1-type domain 3"	1400309	-0.037860238	0.666505085	0.854225377
PLEKHF2	"pleckstrin homology domain containing, family F (with FYVE domain) member 2"	3890152	0.02849212	0.666515735	0.854225377
RNF157	ring finger protein 157	20382	0.031075915	0.666558846	0.854225377
P2RX7	"purinergic receptor P2X, ligand-gated ion channel, 7"	3370086	0.030296295	0.666617371	0.854225377
LOC286367	FP944	7040349	0.030619177	0.666625362	0.854225377
NA	NA	6180373	-0.032688277	0.666707618	0.854281558
NA	NA	4210291	-0.034002587	0.6667781	0.854322646
PRPH2	"peripherin 2 (retinal degeneration, slow)"	4590669	-0.028364402	0.666917401	0.854393976
ARL6IP1	ADP-ribosylation factor-like 6 interacting protein 1	2690047	0.033490709	0.666932926	0.854393976
NA	NA	4280309	0.050097135	0.666949027	0.854393976
GOLGB1	golgin B1	3130768	0.031484935	0.667067893	0.854497026
TTI1	Tel2 interacting protein 1 homolog (S. pombe)	4810220	0.032567507	0.667183224	0.854595538
NA	NA	4250040	-0.027848667	0.667293412	0.85468745
FAM20A	"family with sequence similarity 20, member A"	2810373	0.03130195	0.667390444	0.854762501
ALDH4A1	"aldehyde dehydrogenase 4 family, member A1"	6220360	-0.028542604	0.66747543	0.854822119
PAIP1	poly(A) binding protein interacting protein 1	4220349	0.029395626	0.667579625	0.854906327
RPL29P2	ribosomal protein L29 pseudogene 2	4480605	-0.034378566	0.667719597	0.855002074
NAF1	nuclear assembly factor 1 homolog (S. cerevisiae)	2490615	0.027824325	0.667810293	0.855002074
PRMT2	protein arginine methyltransferase 2	1470392	0.029518652	0.667814198	0.855002074
CFH	complement factor H	6250484	-0.029304326	0.667835386	0.855002074
NA	NA	4590682	-0.028970574	0.667846622	0.855002074
SFRP1	secreted frizzled-related protein 1	6960379	0.030004156	0.667988831	0.855134908
SNORA16A	"small nucleolar RNA, H/ACA box 16A"	2640092	0.032841344	0.668074555	0.855195419
NA	NA	50048	0.029319177	0.668232436	0.855333854
NA	NA	2450369	0.034293467	0.668259621	0.855333854
ROBO1	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"	3710156	0.039244717	0.668299252	0.855335352
NA	NA	7610021	-0.028410241	0.668407926	0.855376025
IL18R1	interleukin 18 receptor 1	1570367	-0.030428808	0.668421215	0.855376025
ARCN1	archain 1	2750653	0.030033671	0.66844642	0.855376025
C7orf23	chromosome 7 open reading frame 23	4290575	-0.034373041	0.668537009	0.855419982
RAB24	"RAB24, member RAS oncogene family"	5550474	-0.02947722	0.6685577	0.855419982
NA	NA	6130397	-0.027975362	0.668661278	0.855499956
NA	NA	5220364	0.028228033	0.668697142	0.855499956
NA	NA	7040408	0.036302642	0.668825457	0.855547575
SNX1	sorting nexin 1	580121	0.031322397	0.668843369	0.855547575
NA	NA	5670703	-0.027521379	0.668874092	0.855547575
NA	NA	6450673	-0.033964397	0.668888245	0.855547575
ABHD13	abhydrolase domain containing 13	4810600	-0.030429138	0.669042892	0.8556173
PPP1R15A	"protein phosphatase 1, regulatory (inhibitor) subunit 15A"	1340600	0.029573307	0.669050917	0.8556173
RAD54L2	RAD54-like 2 (S. cerevisiae)	620551	-0.032307732	0.669086864	0.8556173
PBRM1	polybromo 1	620338	-0.04192573	0.669096653	0.8556173
KBTBD3	kelch repeat and BTB (POZ) domain containing 3	5910274	0.02967091	0.669296679	0.855823876
NA	NA	870209	-0.028217658	0.669335531	0.855824347
TGIF2	TGFB-induced factor homeobox 2	1340020	-0.034009997	0.669477405	0.855956537
NA	NA	1260474	0.03136898	0.669538386	0.855985293
NA	NA	7610475	0.028089822	0.669706732	0.856147444
BOP1	block of proliferation 1	1660435	0.027619374	0.669742214	0.856147444
LOC151300	hypothetical LOC151300	1740327	-0.027385703	0.6697874	0.856155994
FGF23	fibroblast growth factor 23	2060333	0.034318178	0.670056419	0.85645064
FAR2	fatty acyl CoA reductase 2	6560291	-0.030905376	0.670230986	0.856577276
ATP11C	"ATPase, class VI, type 11C"	430332	0.029318691	0.670260111	0.856577276
NA	NA	1820537	-0.029449196	0.670277305	0.856577276
RNPC3	"RNA-binding region (RNP1, RRM) containing 3"	2970315	-0.03494198	0.670309561	0.856577276
FMNL1	formin-like 1	240121	0.039885936	0.670385548	0.856625155
NA	NA	1510180	0.036753881	0.670527061	0.856665922
TP53I3	tumor protein p53 inducible protein 3	4640341	-0.036458848	0.670527598	0.856665922
NA	NA	7610292	-0.029498329	0.670533014	0.856665922
ADD1	adducin 1 (alpha)	5900685	-0.032442801	0.670597281	0.856698813
FAIM	Fas apoptotic inhibitory molecule	5900398	-0.035523154	0.67070904	0.856792368
FAM177A1	"family with sequence similarity 177, member A1"	3990661	-0.034766128	0.670886329	0.856969619
COL11A2	"collagen, type XI, alpha 2"	6770519	-0.036775962	0.671143716	0.857245772
AKNAD1	AKNA domain containing 1	3130605	-0.028501303	0.671179612	0.857245772
RAB24	"RAB24, member RAS oncogene family"	6590669	0.031689848	0.671293755	0.85734232
NA	NA	1340450	0.032310538	0.671354959	0.857371249
NA	NA	3930068	-0.029363069	0.671524188	0.857500916
APBB1	"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)"	6900180	-0.03181728	0.671597336	0.857500916
PTGR2	prostaglandin reductase 2	6220202	-0.03635306	0.671632169	0.857500916
C17orf47	chromosome 17 open reading frame 47	5890367	-0.034532246	0.671654849	0.857500916
NA	NA	7380593	-0.032907169	0.671691611	0.857500916
TENC1	tensin like C1 domain containing phosphatase (tensin 2)	2070553	-0.030943061	0.671723058	0.857500916
SERF2	small EDRK-rich factor 2	1580309	0.03149621	0.67175094	0.857500916
NA	NA	3930670	0.029731236	0.671773149	0.857500916
AMACR	alpha-methylacyl-CoA racemase	5870286	-0.031627656	0.671824052	0.857500916
SNORA77	"small nucleolar RNA, H/ACA box 77"	2680040	0.029776126	0.671842077	0.857500916
AMMECR1	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"	450176	0.035248732	0.672003278	0.857657441
COL17A1	"collagen, type XVII, alpha 1"	990372	0.029986823	0.672096757	0.857727521
UPRT	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)	6100414	0.03621162	0.672179034	0.857783298
TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	1110091	0.040811305	0.672299909	0.857888322
NA	NA	6650397	0.030719328	0.672356112	0.857895645
ZSCAN5A	zinc finger and SCAN domain containing 5A	1410735	-0.028205321	0.6723828	0.857895645
DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	6060653	-0.029597787	0.672541261	0.857981433
NA	NA	270722	0.029187566	0.67258616	0.857981433
GNA12	guanine nucleotide binding protein (G protein) alpha 12	7150465	-0.033809842	0.67259691	0.857981433
ATRN	attractin	7100167	0.029143615	0.672604357	0.857981433
GOLGA1	golgin A1	2570246	-0.031932629	0.672674961	0.857999811
NPHP4	nephronophthisis 4	4070048	0.028391262	0.672722193	0.857999811
CPAMD8	"C3 and PZP-like, alpha-2-macroglobulin domain containing 8"	4900551	0.02936453	0.672771169	0.857999811
C5orf4	chromosome 5 open reading frame 4	1690240	-0.02915856	0.672773088	0.857999811
NA	NA	2340332	0.031323168	0.672878811	0.858085433
SCAF4	SR-related CTD-associated factor 4	990056	-0.035274538	0.673024157	0.858221572
MIR371	microRNA 371	5870598	0.029098382	0.673347568	0.858584747
NA	NA	7000762	-0.029165883	0.673399605	0.85860187
NA	NA	6980369	0.030085456	0.673462685	0.85863307
PRDX2	peroxiredoxin 2	6550064	0.044712605	0.673587949	0.858652415
CEPT1	choline/ethanolamine phosphotransferase 1	6350474	-0.041167433	0.673602742	0.858652415
NA	NA	7200687	-0.032722037	0.673624229	0.858652415
SP110	SP110 nuclear body protein	1990397	0.032427597	0.673632852	0.858652415
ZBTB3	zinc finger and BTB domain containing 3	6200528	-0.028931708	0.673670909	0.858652415
C10orf46	chromosome 10 open reading frame 46	4070598	-0.037887997	0.673741839	0.858693607
TBCD	tubulin folding cofactor D	4010377	-0.028968607	0.673833573	0.858719456
NA	NA	2690687	-0.031720328	0.673854425	0.858719456
MDK	midkine (neurite growth-promoting factor 2)	4560717	0.032573549	0.67388437	0.858719456
NA	NA	6510739	-0.027939951	0.673916573	0.858719456
NA	NA	2340400	0.034261332	0.674042121	0.858830225
ROCK2	"Rho-associated, coiled-coil containing protein kinase 2"	5670333	-0.03028246	0.67415572	0.858925755
NA	NA	6980333	0.028744321	0.674253124	0.859000643
LOC440354	PI-3-kinase-related kinase SMG-1 pseudogene	5550615	-0.029083952	0.674308662	0.859022188
DYNC1LI1	"dynein, cytoplasmic 1, light intermediate chain 1"	6290619	-0.033542617	0.674397436	0.859086068
PALB2	partner and localizer of BRCA2	4120370	0.028380827	0.674552954	0.859227302
